🇨🇳｜长期维护,#genre#
甘肃卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8$标清576P
甘肃卫视,http://222.175.159.226:808/hls/69/index.m3u8$标清576P

新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8$标清576P
新疆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8$标清576P
新疆卫视,http://222.175.159.226:808/hls/68/index.m3u8$标清576P

西藏卫视,http://222.175.159.226:808/hls/71/index.m3u8$标清576P
西藏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8$标清576P
西藏卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225723/index.m3u8$标清576P
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8$标清576P

人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8$高清1080P

延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8$标清720P
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8$标清720P
延边卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226201/index.m3u8$标清576P

农林卫视,http://111.20.33.70/TVOD/88888893/224/3221226229/index.m3u8$标清576P
农林卫视,http://222.175.159.226:808/hls/77/index.m3u8$标清576P

厦门卫视,http://111.40.196.34/PLTV/88888888/224/3221225643/index.m3u8$标清540P
厦门卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226199/index.m3u8$标清576P

三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8$高清720P

兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8$超清1080P
兵团卫视,http://222.175.159.226:808/hls/76/index.m3u8$标清576P

安多卫视,http://111.40.196.28/PLTV/88888888/224/3221225666/index.m3u8$标清720P
安多卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226195/index.m3u8$标清720P

兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8$高清1080P
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8$高清1080P

🇨🇳｜联通IPTV,#genre#
CCTV1,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226118/iptv65795.smil$超清1080P
CCTV2,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226584/10000100000000060000000000499223_0.smil$超清1080P
CCTV3,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226726/10000100000000060000000006489752_0.smil$超清1080P
CCTV4,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226601/10000100000000060000000000755997_0.smil$超清1080P
CCTV5,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226707/10000100000000060000000006489753_0.smil$超清1080P
CCTV6,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226728/10000100000000060000000006489754_0.smil$超清1080P
CCTV7,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226531/10000100000000060000000000499224_0.smil$超清1080P
CCTV8,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226730/10000100000000060000000006489755_0.smil$超清1080P
CCTV9,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226588/10000100000000060000000000499231_0.smil$超清1080P
CCTV10,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226586/10000100000000060000000000499225_0.smil$超清1080P
CCTV11,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226727/10000100000000060000000006519577_0.smil$超清1080P
CCTV12,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226533/10000100000000060000000000499226_0.smil$超清1080P
CCTV13,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226691/10000100000000060000000006385281_0.smil$超清1080P
CCTV14,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226529/10000100000000060000000000499222_0.smil$超清1080P
CCTV15,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226744/10000100000000060000000006519578_0.smil$超清1080P
CCTV16,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226747/10000100000000060000000006758792_0.smil$超清1080P
CCTV17,http://39.134.52.153/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221226841/index.m3u8
CCTV5+,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226743/10000100000000060000000006603048_0.smil$超清1080P
CCTV第一剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226698/10000100000000060000000006385142_0.smil$超清1080P
CCTV怀旧剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226700/10000100000000060000000006385151_0.smil$超清1080P
CCTV风云剧场,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226671/10000100000000060000000006385152_0.smil$超清1080P
CCTV风云音乐,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226718/10000100000000060000000006385496_0.smil$超清1080P
CCTV女性时尚,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226675/10000100000000060000000006385156_0.smil$超清1080P
CCTV风云足球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226702/10000100000000060000000006385159_0.smil$超清1080P
CCTV文化精品,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226677/10000100000000060000000006385162_0.smil$超清1080P
CCTV兵器科技,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226704/10000100000000060000000006385167_0.smil$超清1080P
CCTV央视台球,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226706/10000100000000060000000006385172_0.smil$超清1080P
CCTV世界地理,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226679/10000100000000060000000006385175_0.smil$超清1080P
CCTV电视指南,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226708/10000100000000060000000006385178_0.smil$超清1080P
CGTN,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226756/10000100000000060000000006569861_0.smil$超清1080P
CGTN记录频道HD,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226758/10000100000000060000000006569863_0.smil$超清1080P
CGTN俄语频道HD,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226739/10000100000000060000000006582732_0.smil$超清1080P
CGTN西班牙语频道HD,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226735/10000100000000060000000006582714_0.smil$超清1080P
CGTN阿拉伯语频道HD,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226760/10000100000000060000000006582737_0.smil$超清1080P
CGTN法语频道HD,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226737/10000100000000060000000006582717_0.smil$超清1080P
北京卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226469/10000100000000060000000000133834_0.smil$超清1080P
东方卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226512/10000100000000060000000000356890_0.smil$超清1080P
江苏卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226474/10000100000000060000000000133833_0.smil$超清1080P
浙江卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226507/10000100000000060000000000356891_0.smil$超清1080P
湖南卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226467/10000100000000060000000000133832_0.smil$超清1080P
湖北卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226514/10000100000000060000000000356892_0.smil$超清1080P
黑龙江卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226465/10000100000000060000000000133826_0.smil$超清1080P
深圳卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226472/10000100000000060000000000133821_0.smil$超清1080P
天津卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226509/10000100000000060000000000356893_0.smil$超清1080P
广东卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226525/10000100000000060000000000425466_0.smil$超清1080P
山东卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226523/10000100000000060000000000425465_0.smil$超清1080P
安徽卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226535/10000100000000060000000000499232_0.smil$超清1080P
四川卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226583/10000100000000060000000000623271_0.smil$超清1080P
重庆卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226644/10000100000000060000000000623270_0.smil$超清1080P
海南卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226693/10000100000000060000000006385285_0.smil$超清1080P
吉林卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226729/10000100000000060000000006519579_0.smil$超清1080P
贵州卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226746/10000100000000060000000006519582_0.smil$超清1080P
山西卫视,rtsp://221.203.83.34:554/PLTV/460033/224/0/3221226042/3221225917.smil$高清720P
江西卫视,rtsp://221.203.83.34:554/PLTV/460033/224/0/3221226046/3221225913.smil$高清720P
河南卫视,rtsp://221.203.83.34:554/PLTV/460033/224/0/3221226048/3221225911.smil$高清720P
东南卫视,rtsp://221.203.83.34:554/PLTV/460033/224/0/3221225853/0000000008p8.smil$高清720P
广西卫视,rtsp://221.203.83.34:554/PLTV/460033/224/0/3221225943/000000000ace.smil$高清720P
青海卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226090/000000000jdd.smil$高清720P
陕西卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226453/iptv127270.smil$高清720P
河北卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226462/iptv127271.smil$高清720P
云南卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226455/iptv127269.smil$高清720P
甘肃卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226457/iptv8889102159.smil$高清720P
宁夏卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226147/iptv112765.smil$高清720P
厦门卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226606/10000100000000060000000000599459_0.smil$高清720P
延边卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226555/10000100000000060000000000599471_0.smil$高清720P
内蒙古卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226104/000000000vfq.smil$高清720P
安多卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226770/10000100000000060000000006704839_0.smil$高清720P
康巴卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226745/10000100000000060000000006704840_0.smil$高清720P
新疆卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/0/3221226149/iptv147985.smil$高清720P
兵团卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226464/iptv8889102157.smil$高清720P
辽宁卫视,rtsp://221.203.83.34:554/PLTV/88888888/224/3221226511/10000100000000060000000000394610_0.smil$高清720P

🇨🇳｜少儿动画,#genre#
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV14,http://123.6.9.146/live/jz-cctv-14/live.m3u8
金鹰卡通,http://111.59.189.40:8445/tsfile/live/1016_1.m3u8$超清1080P
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8$标清576P
金鹰卡通,http://222.175.159.226:808/hls/72/index.m3u8$标清576P
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8$标清576P
卡酷少儿,http://39.135.138.60:18890/PLTV/88888888/224/3221225677/index.m3u8$超清1080P
卡酷少儿,http://111.59.189.40:8445/tsfile/live/1015_1.m3u8$超清1080P
卡酷少儿,http://39.134.66.170/PLTV/88888888/224/3221225562/index.m3u8$标清576P
卡酷少儿,http://111.40.196.25/PLTV/88888888/224/3221225580/index.m3u8$标清576P
卡酷少儿,http://222.175.159.226:808/hls/73/index.m3u8?$标清576P
优漫卡通,http://222.175.159.226:808/hls/74/index.m3u8$标清576P
优漫卡通,http://111.40.196.29/PLTV/88888888/224/3221225586/index.m3u8$标清576P
优漫卡通,http://39.134.66.166/PLTV/88888888/224/3221225556/index.m3u8$标清576P
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8$超清1080P
哈哈炫动,http://111.40.196.32/PLTV/88888888/224/3221225534/index.m3u8$高清720P
哈哈炫动,http://222.175.159.226:808/hls/75/index.m3u8$标清576P
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8$标清576P
哈哈炫动,http://111.40.196.30/PLTV/88888888/224/3221225609/index.m3u8$标清540P
嘉佳卡通,http://1b6467f415.iok.la:113/tsfile/live/1042_1.m3u8$高清720P
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8$标清576P
嘉佳卡通,http://111.40.196.25/PLTV/88888888/224/3221225647/index.m3u8$标清576P
嘉佳卡通,http://39.135.138.58:18890/PLTV/88888888/224/3221226193/index.m3u8$标清576P
嘉佳卡通,http://9.zhxinda.xyz/gdtv.php?pk=1187$高清720P
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8$高清720P
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8?zfud$高清720P
南京少儿,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8$高清720P
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787$高清720P
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
索尼+少儿动画,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
江西少儿,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西少儿,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225577/2/index.m3u8?fmt=ts2hls
甘肃少儿,http://39.134.32.102:6610/270000001111/1110000327/index.m3u8?IASHttpSessionId=OTT
河北少儿科教,http://live6.plus.hebtv.com/sekjx/hd/live.m3u8
中华小当家-,http://fangsong.live/hls/bili.php?id=655291
樱桃小丸子-,http://fangsong.live/hls/bili.php?id=11765640
蜡笔小新-,http://fangsong.live/hls/bili.php?id=11579951
猫和老鼠-,http://fangsong.live/hls/bili.php?id=22905626
猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
玩具乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
巧虎,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a
宝宝课堂,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
奥特曼,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
喜羊羊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
名贞探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
动画小天地,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝尔歌,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
儿童乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿歌大全,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
倒霉熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子小游戏,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8

🇨🇳｜港澳台,#genre#

凤凰卫视,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8$高清1080P
凤凰卫视,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8$高清720P
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8$高清1080P
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8$高清720P
凤凰香港,http://gxfrg007.8800.org:8282/tsfile/live/1065_1.m3u8$高清1080P
凤凰香港,http://113.64.147.30:808/hls/38/index.m3u8$高清1080P
凤凰香港,http://113.64.147.20:808/hls/38/index.m3u8$高清1080P
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8$高清720P
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8$高清720P
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$高清720P
阳光卫视,https://stream.chinasuntv.com/680k/mid_video_index.m3u8$标清576P
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8$高清1080P
时装imodeTV,http://juyunlive.juyun.tv/live/24950198.m3u8$高清1080P
TVBRICS,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8$高清1080P
HBO,http://vips-livecdn.fptplay.net/hda1/hbo_vhls.smil/chunklist_b5000000.m3u8$高清1080P
HBO2,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8$高清1080P
TVB翡翠,http://23.237.10.66:16106$高清1080P
TVB翡翠,http://1b6467f415.iok.la:113/tsfile/live/1053_1.m3u8$高清1080P
TVB翡翠,http://113.64.147.30:808/hls/67/index.m3u8$高清1080P
TVB翡翠华丽,http://23.237.10.66:16410$高清1080P
TVB星河,http://27.47.68.21:808/hls/35/index.m3u8$高清10800P
TVB星河,http://27.47.68.19:808/hls/35/index.m3u8$高清720P
TVB功夫,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8$高清720P
TVB无线新闻,http://23.237.10.66:16110$高清1080P
TVB无线新闻,http://111.229.84.232/yulin/tvb.php?id=1$高清1080P
TVB无线财经,http://111.229.84.232/yulin/tvb.php?id=2$高清720P
TVB无线财经,http://120.84.96.63:808/hls/86/index.m3u8$高清720P
TVB无线财经,http://120.84.96.53:808/hls/86/index.m3u8$高清720P
ViuTV,https://cdn.hklive.tv/xxxx/99/index.m3u8$高清720P
ViuTV6,https://cdn.hklive.tv/xxxx/96/index.m3u8$高清720P
ViuTV6,https://pull-l3-cny.douyincdn.com:443/live/e7af863905ba1411658aafc3374dd4ba.flv
TVB明珠台,https://cdn.hklive.tv/xxxx/84/index.m3u8$高清720P
TVB明珠台,https://cdn.hklive.tv/xxxx/84b/index.m3u8$高清720P
TVB J2,https://cdn.hklive.tv/xxxx/82/index.m3u8
RTHK31,https://cdn.hklive.tv/xxxx/31/index.m3u8
RTHK32,https://cdn.hklive.tv/xxxx/32/index.m3u8
RTHK33,https://cdn.hklive.tv/xxxx/33/index.m3u8
RTHK34,https://cdn.hklive.tv/xxxx/34/index.m3u8
天映经典,http://120.84.96.47:808/hls/85/index.m3u8$高清1080P
天映经典,http://120.84.96.63:808/hls/85/index.m3u8$高清1080P
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8$标清576P
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8$高清720P
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8$高清720P
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8$高清720P
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8$高清720P
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8$高清720P
澳视Macau,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8$高清720P
澳视Macau,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8$高清720P
澳视Macau,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8$高清720P
澳视澳門,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8$高清720P
澳视澳門,http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8$高清720P
澳门莲花,http://nettvpro.live/hls/lotustv.php$高清1080P
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8$高清1080P
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php$高清720P
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8$高清720P
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8$高清720P
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8$高清720P
三立新闻,http://23.237.10.66:16342
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,rtmp://59.124.75.150/sat/tv551$高清720P
TVBS新闻,rtmp://59.124.75.138/sat/tv551$高清720P
TVBS欢乐,rtmp://59.124.75.150/sat/tv421$高清720P
TVBS欢乐,rtmp://59.124.75.138/sat/tv421$高清720P
东森卫视,http://38.64.72.148:80/hls/modn/list/2024/chunklist0.m3u8$高清1080P
东森美洲,http://38.64.72.148:80/hls/modn/list/2026/chunklist0.m3u8$高清1080P
东森财经,http://38.64.72.148:80/hls/modn/list/2021/chunklist0.m3u8$高清720P
东森财经,rtmp://59.124.75.150/sat/tv571$高清720P
东森财经,rtmp://59.124.75.138/sat/tv571$高清720P
东森超视,rtmp://59.124.75.138:1935/sat/tv331$高清720P
东森超视,rtmp://59.124.75.150/sat/tv331$高清720P
东森电影,http://120.84.96.47:808/hls/32/index.m3u8$高清1080P
中天新闻,https://pull-f5-spe.ixigua.com/live/rtmvpkgtvvzggyiuuikfvbscvgjktwgfsggsgqrcvuyremgeztxw/index.m3u8$高清1080P
龙祥时代,http://gxfrg007.8800.org:8282/tsfile/live/1048_1.m3u8$高清720P
卫视电影,http://23.237.10.66:16010$高清720P
纬来育乐,rtmp://59.124.75.150/sat/tv701$高清720P
纬来育乐,rtmp://59.124.75.138/sat/tv701$高清720P
纬来体育,rtmp://59.124.75.150/sat/tv721$高清720P
纬来体育,rtmp://59.124.75.138/sat/tv721$高清720P
大爱,https://pulltv1.wanfudaluye.com/live/tv1.m3u8$高清720P
大爱,https://pulltv2.wanfudaluye.com/live/tv2.m3u8$高清720P
好消息1,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8$高清720P
好消息2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8$高清720P
中视,rtmp://59.124.75.138/sat/tv091$高清720P
中视,rtmp://59.124.75.150/sat/tv091$高清720P
华视,rtmp://59.124.75.138:1935/sat/tv111$高清720P
华视,rtmp://59.124.75.150/sat/tv111$高清720P
台视,rtmp://59.124.75.150/sat/tv071$高清720P
台视,rtmp://59.124.75.138/sat/tv071$高清720P
民视,rtmp://59.124.75.150/sat/tv051$高清720P
民视,rtmp://59.124.75.138/sat/tv051$高清720P
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8$高清1080P
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8$高清1080P

🚀｜山东,#genre#
山东卫视,http://222.175.159.226:808/hls/19/index.m3u8$超清1080P
山东卫视,http://39.134.67.110/PLTV/88888888/224/3221225952/index.m3u8$超清1080P
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8$超清1080P
山东卫视,https://lives.jnnews.tv/video/s10001-SDTV/index.m3u8$超清1080P
山东新闻,http://119.164.216.162:9901/tsfile/live/1005_1.m3u8
山东齐鲁,https://livealone302.iqilu.com/iqilu/qlpd5555.m3u8
山东教育卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-shandongjy/1.m3u8?IASHttpSessionId=OTT?shandd
山东教育卫视,http://117.148.179.157/PLTV/88888888/224/3221231549/index.m3u8?shandd
中华美食,http://39.135.138.58:18890/PLTV/88888888/224/3221225924/index.m3u8?shandd
济南教育,http://livejnedu.chinamcache.com/live/jneduzb01.m3u8?shandd
济南鲁中,https://quehuamtyoutlive.ijntv.cn/j8pukt/452907.m3u8
青岛城阳,http://pili-live-rtmp.56.i2863.com/i2863-56/live_56_307317.m3u8?shandd
日照新闻综合,http://live.rzw.com.cn/xwzh/sd/live.m3u8?shandd
日照公共,http://live.rzw.com.cn/kzpd/sd/live.m3u8?shandd
日照科教,http://live.rzw.com.cn/ggpd/sd/live.m3u8?shandd
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8?shandd
烟台公共,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8?shandd
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8?shandd
烟台影,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
济宁综合,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8?shandd
济宁教育,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8?shandd
济宁公共,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8?shandd
济宁图文,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8?shandd
菏泽新闻综合,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8?shandd
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8?shandd
菏泽影,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8?shandd
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8?shandd
枣庄新闻综合,http://stream.zzgd.tv/1/sd/live.m3u8?shandd
枣庄教育,http://stream.zztvzd.com/2/sd/live.m3u8?shandd
枣庄教育,http://stream.zzgd.tv/2/sd/live.m3u8?shandd
枣庄公共,http://stream.zztvzd.com/3/sd/live.m3u8?shandd
枣庄公共,http://stream.zzgd.tv/3/sd/live.m3u8?shandd
东营综合,rtmp://stream.hhek.cn:9936/live/xwzh_sd?shandd
